police_call_crime,police_call_address_display,police_call_city,police_call_agency,police_call_date,police_call_time_display
Robbery,400 block Velasko Rd,Syracuse,Syracuse,7/18/2016,9:40 p.m.
Vehicle theft,100 block S  Clinton St,Syracuse,Syracuse,7/18/2016,12:30 p.m.-1:00 p.m.
Aggravated assault,100 block Marshall St,Syracuse,Syracuse,7/17/2016,1:00 a.m.
Aggravated assault,2600 block Brewerton Rd,Syracuse,Onondaga County,7/17/2016,3:47 p.m.
Aggravated assault,300 block First North St,Syracuse,Syracuse,7/17/2016,11:50 p.m.-10:53 p.m.
Aggravated assault,300 block Fitch St,Syracuse,Syracuse,7/17/2016,12:08 a.m.
Aggravated assault,800 block South Av,Syracuse,Syracuse,7/17/2016,1:09 a.m.
Burglary,400 block Allen St,Syracuse,Syracuse,7/17/2016,3:00 a.m.-7:00 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,7/17/2016,1:14 p.m.
Larceny,6700 block E Genesee St,Fayetteville,Onondaga County,7/17/2016,5:14 p.m.
Larceny,4500 block Wilcox Pl,Jamesville,Onondaga County,7/17/2016,1:47 a.m.
Larceny,100 block Woods Path Rd,Liverpool,Onondaga County,7/17/2016,7:20 a.m.
Larceny,100 block Evans St,Syracuse,Syracuse,7/17/2016,2:30 p.m.-2:50 p.m.
Larceny,100 block Plum St,Syracuse,Syracuse,7/17/2016,5:00 p.m.-11:00 a.m.
Larceny,1100 block E  Genesee St,Syracuse,Syracuse,7/17/2016,11:00 p.m.-4:00 p.m.
Larceny,200 block W  Water St,Syracuse,Syracuse,7/17/2016,8:00 p.m.
Larceny,2400 block James St,Syracuse,Syracuse,7/17/2016,7:49 a.m.
Larceny,2900 block Grant Blvd,Syracuse,Syracuse,7/17/2016,8:12 a.m.
Larceny,300 block Berkeley Dr,Syracuse,Syracuse,7/17/2016,1:01 p.m.
Larceny,300 block Midland Av,Syracuse,Syracuse,7/17/2016,5:01 a.m.
Larceny,400 block Montgomery St,Syracuse,Syracuse,7/17/2016,4:15 p.m.-4:30 p.m.
Larceny,4200 block W Genesee St,Syracuse,Camillus,7/17/2016,10:47 a.m.
Larceny,700 block W  Genesee St,Syracuse,Syracuse,7/17/2016,10:10 p.m.
Vehicle theft,7400 block State Fair Blvd,Baldwinsville,Onondaga County,7/17/2016,10:30 p.m.-2:30 a.m.
Vehicle theft,700 block Irving Av,Syracuse,Syracuse,7/17/2016,7:55 a.m.
Aggravated assault,5400 block Butternut Dr,East Syracuse,DeWitt,7/16/2016,10:52 a.m.
Aggravated assault,1400 block N  Salina St,Syracuse,Syracuse,7/16/2016,1:54 a.m.
Aggravated assault,200 block Burns Av,Syracuse,Syracuse,7/16/2016,12:30 a.m.
Burglary,100 block Wood Av,Syracuse,Syracuse,7/16/2016,8:02 a.m.
Burglary,4600 block Setting Sun Ter,Syracuse,Onondaga County,7/16/2016,5:56 a.m.
Burglary,6000 block E Taft Rd,Syracuse,Cicero,7/16/2016,1:04 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,7/16/2016,2:54 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,7/16/2016,3:00 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,7/16/2016,8:05 p.m.
Larceny,200 block W Genesee St,Fayetteville,Manlius,7/16/2016,6:45 a.m.-7:45 a.m.
Larceny,300 block Towne Dr,Fayetteville,Manlius,7/16/2016,4:18 p.m.
Larceny,4900 block W Taft Rd,Liverpool,Onondaga County,7/16/2016,8:25 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/16/2016,3:04 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/16/2016,7:29 p.m.
Larceny,100 block Dale St,Syracuse,Syracuse,7/16/2016,4:30 a.m.
Larceny,100 block Roney Ln,Syracuse,Syracuse,7/16/2016,5:19 p.m.
Larceny,1100 block N  Salina St,Syracuse,Syracuse,7/16/2016,2:53 p.m.
Larceny,300 block S  Salina St,Syracuse,Syracuse,7/16/2016,3:06 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,7/16/2016,4:11 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,7/16/2016,6:00 p.m.
Robbery,500 block S  Salina St,Syracuse,Syracuse,7/16/2016,10:20 p.m.
Robbery,800 block Midland Av,Syracuse,Syracuse,7/16/2016,8:49 a.m.-8:40 a.m.
Vehicle theft,200 block W  Washington St,Syracuse,Syracuse,7/16/2016,10:45 p.m.-1:00 a.m.
Aggravated assault,0 block Seymour St,Syracuse,Onondaga County,7/15/2016,8:52 p.m.
Aggravated assault,100 block Stinard Av,Syracuse,Syracuse,7/15/2016,12:31 a.m.
Burglary,100 block Garden City Dr,Syracuse,Onondaga County,7/15/2016,12:00 a.m.-3:25 a.m.
Burglary,100 block Longdon Ln,Syracuse,Onondaga County,7/15/2016,9:35 p.m.
Burglary,200 block W  Borden Av,Syracuse,Syracuse,7/15/2016,2:00 p.m.-8:45 a.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,7/15/2016,8:30 a.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,7/15/2016,1:30 p.m.
Larceny,4000 block Longbranch Rd,Liverpool,Onondaga County,7/15/2016,11:50 a.m.-7:00 p.m.
Larceny,0 block Slocombe Av,Marcellus,Marcellus,7/15/2016,7:57 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/15/2016,3:16 p.m.
Larceny,100 block Roxford Rd N,Syracuse,Onondaga County,7/15/2016,2:00 a.m.-6:30 a.m.
Larceny,1400 block W  Genesee St,Syracuse,Syracuse,7/15/2016,10:02 a.m.
Larceny,200 block Harwood Av,Syracuse,Syracuse,7/15/2016,3:44 p.m.
Larceny,300 block N  Clinton St,Syracuse,Syracuse,7/15/2016,11:30 p.m.-2:00 p.m.
Larceny,3600 block Erie Blvd E,Syracuse,DeWitt,7/15/2016,11:20 a.m.
Larceny,400 block Horan Rd,Syracuse,Camillus,7/15/2016,2:27 p.m.
Larceny,400 block Lamson St,Syracuse,Syracuse,7/15/2016,11:00 p.m.-8:00 a.m.
Larceny,4400 block E Genesee St,Syracuse,DeWitt,7/15/2016,9:28 a.m.
Larceny,500 block Erie Blvd W,Syracuse,Syracuse,7/15/2016,12:00 a.m.-6:30 a.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,7/15/2016,2:09 p.m.-2:12 p.m.
Larceny,700 block Erie Blvd E,Syracuse,Syracuse,7/15/2016,12:30 p.m.
Larceny,700 block James St,Syracuse,Syracuse,7/15/2016,9:30 a.m.
Larceny,800 block Tallman St,Syracuse,Syracuse,7/15/2016,3:00 p.m.-5:20 p.m.
Larceny,900 block James St,Syracuse,Syracuse,7/15/2016,12:56 p.m.
Vehicle theft,200 block E  Florence Av,Syracuse,Syracuse,7/15/2016,3:42 p.m.
Aggravated assault,100 block Josephine St,Syracuse,Syracuse,7/14/2016,3:00 p.m.
Aggravated assault,100 block Stinard Av,Syracuse,Syracuse,7/14/2016,1:18 a.m.
Aggravated assault,200 block Kenwick Dr,Syracuse,Syracuse,7/14/2016,10:12 p.m.
Burglary,100 block Vieau Dr,Syracuse,Syracuse,7/14/2016,2:37 p.m.
Burglary,500 block Galster Av,Syracuse,Onondaga County,7/14/2016,8:42 a.m.
Burglary,500 block S  Salina St,Syracuse,Syracuse,7/14/2016,3:29 a.m.
Burglary,800 block N  Salina St,Syracuse,Syracuse,7/14/2016,2:59 a.m.
Larceny,0 block E Genesee St,Baldwinsville,Baldwinsville,7/14/2016,11:25 a.m.
Larceny,9500 block Clarecastle Path,Brewerton,Onondaga County,7/14/2016,11:56 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,7/14/2016,12:04 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,7/14/2016,12:18 p.m.
Larceny,300 block Towne Dr,Fayetteville,Manlius,7/14/2016,11:43 a.m.
Larceny,5100 block Highbridge St,Fayetteville,Manlius,7/14/2016,10:45 a.m.
Larceny,5800 block Route 20,La Fayette,Onondaga County,7/14/2016,3:03 p.m.
Larceny,0 block Dew Line Rd,Liverpool,Onondaga County,7/14/2016,10:25 a.m.
Larceny,0 block Dew Line Rd,Liverpool,Onondaga County,7/14/2016,3:58 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/14/2016,3:59 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/14/2016,5:19 p.m.
Larceny,1700 block E  Fayette St,Syracuse,Syracuse,7/14/2016,11:00 a.m.-5:00 p.m.
Larceny,200 block Newcastle Rd,Syracuse,Geddes,7/14/2016,11:30 p.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,7/14/2016,6:43 p.m.
Larceny,2600 block Erie Blvd E,Syracuse,Syracuse,7/14/2016,3:17 p.m.
Larceny,300 block N Main St,Syracuse,North Syracuse,7/14/2016,10:52 p.m.
Larceny,400 block Hickok Av,Syracuse,Syracuse,7/14/2016,10:01 p.m.
Larceny,400 block S  Beech St,Syracuse,Syracuse,7/14/2016,2:30 p.m.-4:25 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,7/14/2016,5:45 p.m.-5:00 a.m.
Larceny,500 block University Av,Syracuse,Syracuse,7/14/2016,3:55 p.m.
Larceny,700 block Ash St,Syracuse,Syracuse,7/14/2016,5:10 p.m.
Larceny,700 block Park Av,Syracuse,Syracuse,7/14/2016,9:34 p.m.
Larceny,800 block Kirkpatrick St,Syracuse,Syracuse,7/14/2016,2:13 p.m.
Larceny,900 block Pond St,Syracuse,Syracuse,7/14/2016,12:00 p.m.-10:30 a.m.
Robbery,1500 block S  Salina St,Syracuse,Syracuse,7/14/2016,6:33 p.m.
Vehicle theft,400 block Smith St,Syracuse,Syracuse,7/14/2016,10:47 p.m.
Aggravated assault,100 block Inez Av,Nedrow,Onondaga County,7/13/2016,5:43 p.m.
Aggravated assault,100 block Hartson St,Syracuse,Syracuse,7/13/2016,12:05 a.m.
Aggravated assault,1000 block N  Mcbride St,Syracuse,Syracuse,7/13/2016,10:27 p.m.
Aggravated assault,300 block Marcellus St,Syracuse,Syracuse,7/13/2016,9:39 p.m.-10:00 p.m.
Aggravated assault,300 block Prospect Av,Syracuse,Syracuse,7/13/2016,10:35 p.m.
Aggravated assault,800 block W  Colvin St,Syracuse,Syracuse,7/13/2016,5:44 a.m.-5:40 a.m.
Burglary,300 block Wilson St,Syracuse,Syracuse,7/13/2016,5:00 p.m.-5:30 p.m.
Larceny,3000 block Village Blvd S,Baldwinsville,Onondaga County,7/13/2016,10:17 a.m.
Larceny,3000 block Village Blvd S,Baldwinsville,Onondaga County,7/13/2016,5:08 p.m.
Larceny,7400 block Obrien Rd,Baldwinsville,Onondaga County,7/13/2016,9:00 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,7/13/2016,8:42 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Onondaga County,7/13/2016,6:46 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,7/13/2016,4:53 p.m.
Larceny,300 block Towne Dr,Fayetteville,Onondaga County,7/13/2016,7:43 p.m.
Larceny,0 block Bevell Ln,Syracuse,Onondaga County,7/13/2016,1:56 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/13/2016,4:04 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/13/2016,5:25 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/13/2016,7:40 p.m.
Larceny,100 block Camden Rd,Syracuse,Geddes,7/13/2016,5:07 p.m.
Larceny,200 block Coleridge Av,Syracuse,Syracuse,7/13/2016,7:00 p.m.
Larceny,200 block Marilyn Av,Syracuse,Onondaga County,7/13/2016,1:51 p.m.
Larceny,300 block Euclid Av,Syracuse,Syracuse,7/13/2016,6:15 p.m.-4:15 p.m.
Larceny,400 block Helen St,Syracuse,Syracuse,7/13/2016,9:05 a.m.
Larceny,500 block Butternut St,Syracuse,Syracuse,7/13/2016,10:09 p.m.
Larceny,500 block S  Franklin St,Syracuse,Syracuse,7/13/2016,2:30 p.m.
Larceny,600 block Second St,Syracuse,Syracuse,7/13/2016,2:30 p.m.
Larceny,7400 block Overland Dr,Syracuse,Onondaga County,7/13/2016,2:29 p.m.
Robbery,200 block S  Franklin St,Syracuse,Syracuse,7/13/2016,5:18 p.m.
Vehicle theft,0 block Arkie Albanese Av,Manlius,Manlius,7/13/2016,6:33 p.m.
Vehicle theft,500 block S  Clinton St,Syracuse,Syracuse,7/13/2016,11:00 p.m.-10:30 a.m.
Aggravated assault,4300 block Plantation Blvd,Liverpool,Onondaga County,7/12/2016,7:10 p.m.
Aggravated assault,100 block Depalma Av,Syracuse,Syracuse,7/12/2016,11:20 p.m.
Aggravated assault,900 block James St,Syracuse,Syracuse,7/12/2016,10:23 a.m.
Burglary,200 block W Ellis St,East Syracuse,DeWitt,7/12/2016,7:46 p.m.
Burglary,500 block E Genesee St,Fayetteville,Manlius,7/12/2016,8:35 a.m.
Burglary,500 block E Genesee St,Fayetteville,Manlius,7/12/2016,8:35 a.m.
Burglary,400 block Old Liverpool Rd,Liverpool,Onondaga County,7/12/2016,1:19 p.m.
Burglary,8200 block Cazenovia Rd,Manlius,Manlius,7/12/2016,11:34 a.m.
Burglary,100 block Scott Av,Syracuse,Camillus,7/12/2016,5:19 p.m.
Burglary,1000 block Ballantyne Rd,Syracuse,Syracuse,7/12/2016,9:00 a.m.-4:30 p.m.
Burglary,1800 block E  Fayette St,Syracuse,Syracuse,7/12/2016,10:00 p.m.-4:00 a.m.
Burglary,700 block Livingston Av,Syracuse,Syracuse,7/12/2016,1:30 a.m.-10:00 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,7/12/2016,2:49 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,7/12/2016,5:05 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,7/12/2016,12:06 p.m.
Larceny,5900 block N Burdick St,East Syracuse,Manlius,7/12/2016,7:53 p.m.
Larceny,6900 block Northern Blvd,East Syracuse,DeWitt,7/12/2016,2:33 a.m.
Larceny,0 block Fennell St,Skaneateles,Skaneateles,7/12/2016,1:05 p.m.
Larceny,0 block State St,Skaneateles,Skaneateles,7/12/2016,7:07 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/12/2016,8:22 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/12/2016,2:23 p.m.
Larceny,100 block Cook Av,Syracuse,Syracuse,7/12/2016,1:00 a.m.-6:00 a.m.
Larceny,100 block Marshall St,Syracuse,Syracuse,7/12/2016,10:02 a.m.
Larceny,100 block Westbrook Hills Dr,Syracuse,Onondaga County,7/12/2016,1:41 p.m.
Larceny,1900 block W Genesee St,Syracuse,Onondaga County,7/12/2016,1:28 p.m.
Larceny,200 block N  State St,Syracuse,Syracuse,7/12/2016,3:30 p.m.-4:00 p.m.
Larceny,300 block Scott Av,Syracuse,Syracuse,7/12/2016,2:01 p.m.
Larceny,3400 block Burnet Av,Syracuse,Syracuse,7/12/2016,2:35 p.m.-4:40 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,7/12/2016,5:00 p.m.-5:40 p.m.
Larceny,600 block W  Onondaga St,Syracuse,Syracuse,7/12/2016,10:00 a.m.
Larceny,700 block Erie Blvd W,Syracuse,Syracuse,7/12/2016,11:26 a.m.
Larceny,800 block N  Geddes St,Syracuse,Syracuse,7/12/2016,11:04 a.m.
Larceny,900 block E  Brighton Av,Syracuse,Syracuse,7/12/2016,10:55 p.m.
Vehicle theft,100 block Walton St,Syracuse,Syracuse,7/12/2016,8:00 a.m.-11:30 p.m.
Vehicle theft,2300 block E  Genesee St,Syracuse,Syracuse,7/12/2016,5:00 p.m.-12:30 a.m.
Aggravated assault,0 block Unknown,Syracuse,Syracuse,7/11/2016,5:00 p.m.
Aggravated assault,100 block Hudson St,Syracuse,Syracuse,7/11/2016,7:20 p.m.
Aggravated assault,100 block Hunter Av,Syracuse,Onondaga County,7/11/2016,12:15 p.m.
Aggravated assault,500 block Seymour St,Syracuse,Syracuse,7/11/2016,5:45 a.m.
Burglary,500 block E Genesee St,Fayetteville,Manlius,7/11/2016,12:22 p.m.
Burglary,7000 block E Genesee St,Fayetteville,DeWitt,7/11/2016,2:45 p.m.-9:00 a.m.
Burglary,1400 block Salt Springs Rd,Syracuse,DeWitt,7/11/2016,9:04 p.m.
Burglary,1700 block W  Genesee St,Syracuse,Syracuse,7/11/2016,7:33 a.m.
Burglary,200 block Mather St,Syracuse,Syracuse,7/11/2016,10:30 p.m.-9:15 a.m.
Burglary,400 block Shonnard St,Syracuse,Syracuse,7/11/2016,11:00 p.m.-6:00 a.m.
Burglary,600 block Walnut Av,Syracuse,Syracuse,7/11/2016,10:00 a.m.-5:30 p.m.
Larceny,5800 block Route 31,Cicero,Onondaga County,7/11/2016,2:03 p.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,7/11/2016,4:05 p.m.
Larceny,0 block Arkie Albanese Av,Manlius,Manlius,7/11/2016,2:48 p.m.
Larceny,100 block E  Jefferson St,Syracuse,Syracuse,7/11/2016,3:46 p.m.
Larceny,100 block Fish Av,Syracuse,Syracuse,7/11/2016,10:44 p.m.
Larceny,100 block Ormsby Dr,Syracuse,Onondaga County,7/11/2016,2:59 p.m.
Larceny,200 block Village Dr,Syracuse,Syracuse,7/11/2016,10:20 a.m.
Larceny,300 block Case St,Syracuse,Solvay,7/11/2016,6:09 a.m.
Larceny,300 block W  Jefferson St,Syracuse,Syracuse,7/11/2016,4:50 p.m.
Larceny,3800 block Brewerton Rd,Syracuse,Onondaga County,7/11/2016,2:41 p.m.
Larceny,4200 block W Genesee St,Syracuse,Camillus,7/11/2016,11:52 a.m.
Larceny,4800 block Copperfield Rd,Syracuse,Onondaga County,7/11/2016,6:27 p.m.
Larceny,500 block Charles Av,Syracuse,Solvay,7/11/2016,8:41 a.m.
Larceny,500 block S  Salina St,Syracuse,Syracuse,7/11/2016,1:01 p.m.
Larceny,600 block Bear St,Syracuse,Syracuse,7/11/2016,12:00 p.m.-10:00 a.m.
Larceny,600 block W  Onondaga St,Syracuse,Syracuse,7/11/2016,3:00 p.m.-3:49 p.m.
Robbery,100 block Knaul St,Syracuse,Syracuse,7/11/2016,8:00 p.m.-9:30 a.m.
Burglary,8400 block Caboose Cir,Cicero,Onondaga County,7/10/2016,11:25 p.m.
Burglary,400 block E Ellis St,East Syracuse,DeWitt,7/10/2016,7:19 p.m.
Burglary,7300 block Oswego Rd,Liverpool,Onondaga County,7/10/2016,9:28 a.m.
Burglary,100 block Elsner St,Syracuse,Syracuse,7/10/2016,10:30 a.m.-1:00 p.m.
Burglary,100 block Grand Av,Syracuse,Syracuse,7/10/2016,2:09 a.m.
Burglary,100 block Lakeview Av,Syracuse,Syracuse,7/10/2016,3:00 p.m.-11:50 p.m.
Burglary,100 block Oakley Dr   E,Syracuse,Syracuse,7/10/2016,7:27 p.m.
Burglary,200 block Sterling Av,Syracuse,Syracuse,7/10/2016,12:00 a.m.-5:30 p.m.
Burglary,500 block S  Salina St,Syracuse,Syracuse,7/10/2016,1:21 a.m.
Larceny,4100 block Route 31,Clay,Onondaga County,7/10/2016,6:21 p.m.
Larceny,300 block Towne Dr,Fayetteville,Manlius,7/10/2016,1:56 p.m.
Larceny,100 block W Seneca St,Manlius,Manlius,7/10/2016,5:30 p.m.-5:36 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/10/2016,2:53 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/10/2016,3:54 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/10/2016,5:00 p.m.
Larceny,100 block Turtle St,Syracuse,Syracuse,7/10/2016,3:15 p.m.-5:30 p.m.
Larceny,1000 block Col Eileen Collins Blvd,Syracuse,Syracuse,7/10/2016,10:35 a.m.-12:35 p.m.
Larceny,200 block E  Onondaga St,Syracuse,Syracuse,7/10/2016,10:30 p.m.-12:30 p.m.
Larceny,200 block Searlwyn Rd,Syracuse,Syracuse,7/10/2016,7:45 p.m.
Larceny,200 block W  Jefferson St,Syracuse,Syracuse,7/10/2016,6:13 p.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,7/10/2016,4:26 p.m.
Larceny,2500 block Lodi St,Syracuse,Syracuse,7/10/2016,5:08 a.m.-5:35 a.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,7/10/2016,8:00 p.m.
Larceny,400 block Carbon St,Syracuse,Syracuse,7/10/2016,11:30 p.m.-9:00 a.m.
Larceny,4900 block Bear Rd,Syracuse,Onondaga County,7/10/2016,5:26 p.m.
Larceny,900 block Lancaster Av,Syracuse,Syracuse,7/10/2016,4:10 a.m.-9:10 a.m.
Vehicle theft,9500 block Neva Ln,Brewerton,Onondaga County,7/10/2016,5:30 p.m.-7:30 a.m.
Vehicle theft,5800 block Route 20,La Fayette,Onondaga County,7/10/2016,12:20 p.m.
Vehicle theft,100 block Hier Av,Syracuse,Syracuse,7/10/2016,1:21 p.m.
Vehicle theft,1100 block S  Geddes St,Syracuse,Syracuse,7/10/2016,11:30 p.m.-12:51 a.m.
Vehicle theft,200 block Forman Av,Syracuse,Syracuse,7/10/2016,6:57 p.m.
Aggravated assault,100 block Griffiths St,Syracuse,Syracuse,7/9/2016,6:26 p.m.
Aggravated assault,200 block Valley Dr,Syracuse,Syracuse,7/9/2016,3:20 a.m.-3:24 a.m.
Aggravated assault,200 block W  Corning Av,Syracuse,Syracuse,7/9/2016,7:58 p.m.
Aggravated assault,300 block Douglas St,Syracuse,Syracuse,7/9/2016,1:40 p.m.-1:20 p.m.
Aggravated assault,500 block Gifford St,Syracuse,Syracuse,7/9/2016,10:13 a.m.
Burglary,100 block Iron Oak Cir,Liverpool,Onondaga County,7/9/2016,3:05 p.m.
Burglary,9400 block River St,Phoenix,Onondaga County,7/9/2016,2:41 p.m.
Larceny,0 block Sunset Ter,Baldwinsville,Baldwinsville,7/9/2016,2:18 a.m.
Larceny,3700 block James St,DeWitt,DeWitt,7/9/2016,12:59 p.m.-3:30 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,7/9/2016,1:54 p.m.-2:00 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,7/9/2016,5:33 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/9/2016,5:45 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/9/2016,7:10 p.m.
Larceny,100 block Ballantyne Rd,Syracuse,Syracuse,7/9/2016,9:00 p.m.-4:00 p.m.
Larceny,100 block Lexington Av,Syracuse,Syracuse,7/9/2016,10:30 p.m.-9:00 a.m.
Larceny,100 block Martin Luther King      E,Syracuse,Syracuse,7/9/2016,3:31 p.m.
Larceny,100 block Milton Av,Syracuse,Syracuse,7/9/2016,2:30 a.m.
Larceny,200 block Greenwood Pl,Syracuse,Syracuse,7/9/2016,12:00 p.m.-8:05 a.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,7/9/2016,2:28 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,7/9/2016,9:23 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,7/9/2016,4:19 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,7/9/2016,3:16 p.m.
Larceny,900 block Park Av,Syracuse,Syracuse,7/9/2016,11:00 p.m.-11:41 a.m.
Robbery,100 block N  Crouse Av,Syracuse,Syracuse,7/9/2016,1:48 p.m.
Robbery,300 block Knaul St,Syracuse,Syracuse,7/9/2016,7:20 p.m.
Aggravated assault,0 block Maxwell Ct,Syracuse,Syracuse,7/8/2016,8:17 p.m.
Aggravated assault,100 block E  Colvin St,Syracuse,Syracuse,7/8/2016,7:00 p.m.
Aggravated assault,100 block Weiser Ct,Syracuse,Syracuse,7/8/2016,8:19 p.m.
Aggravated assault,2500 block Midland Av,Syracuse,Syracuse,7/8/2016,9:00 p.m.
Burglary,8500 block Woodsboro Dr,Baldwinsville,Onondaga County,7/8/2016,9:34 p.m.
Burglary,700 block N  Alvord St,Syracuse,Syracuse,7/8/2016,12:00 p.m.
Larceny,0 block Legacy Dr,Baldwinsville,Onondaga County,7/8/2016,12:47 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,7/8/2016,5:40 p.m.
Larceny,100 block Terraceview Dr,DeWitt,Onondaga County,7/8/2016,1:48 a.m.
Larceny,4200 block James St,East Syracuse,DeWitt,7/8/2016,11:00 p.m.
Larceny,100 block Seventh North St,Liverpool,Onondaga County,7/8/2016,11:38 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/8/2016,1:10 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,7/8/2016,4:41 p.m.
Larceny,100 block Hillsdale Av,Syracuse,Syracuse,7/8/2016,4:00 p.m.
Larceny,100 block Kincaid Av,Syracuse,Syracuse,7/8/2016,6:00 p.m.
Larceny,100 block S  Crouse Av,Syracuse,Syracuse,7/8/2016,2:00 p.m.
Larceny,100 block W  Washington St,Syracuse,Syracuse,7/8/2016,6:30 p.m.-7:00 p.m.
Larceny,1000 block Woods Rd,Syracuse,Geddes,7/8/2016,2:37 p.m.
Larceny,1700 block Grant Blvd,Syracuse,Syracuse,7/8/2016,4:10 p.m.
Larceny,1800 block W  Genesee St,Syracuse,Syracuse,7/8/2016,2:13 p.m.-2:40 p.m.
Larceny,200 block Marborough Rd,Syracuse,Syracuse,7/8/2016,10:30 p.m.-10:30 a.m.
Larceny,2800 block Brewerton Rd,Syracuse,Onondaga County,7/8/2016,7:31 p.m.
Larceny,400 block Stratford St,Syracuse,Syracuse,7/8/2016,10:00 p.m.-12:30 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,7/8/2016,3:38 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,7/8/2016,6:30 p.m.-6:45 p.m.
Larceny,600 block Bailey Rd,Syracuse,Onondaga County,7/8/2016,2:52 p.m.
Larceny,700 block S  Crouse Av,Syracuse,Syracuse,7/8/2016,10:00 p.m.-4:35 a.m.
Vehicle theft,200 block S  Geddes St,Syracuse,Syracuse,7/8/2016,5:45 p.m.-5:52 p.m.
Vehicle theft,300 block E  Genesee Pkwy,Syracuse,Syracuse,7/8/2016,5:07 a.m.
Aggravated assault,1400 block S  Salina St,Syracuse,Syracuse,7/7/2016,1:10 p.m.-1:20 p.m.
Aggravated assault,300 block Hudson St,Syracuse,Syracuse,7/7/2016,10:35 p.m.
Aggravated assault,600 block State Fair Blvd,Syracuse,Onondaga County,7/7/2016,12:12 p.m.
Aggravated assault,300 block Spring St,Syracuse,Syracuse,7/7/2016,6:15 p.m.
Burglary,5800 block Reis Dr,Cicero,Cicero,7/7/2016,5:12 p.m.
Burglary,1000 block Madison St,Syracuse,Syracuse,7/7/2016,8:00 a.m.-10:30 p.m.
Burglary,5800 block S  Salina St,Syracuse,Syracuse,7/7/2016,11:30 p.m.
Burglary,600 block W  Onondaga St,Syracuse,Syracuse,7/7/2016,11:30 a.m.-12:30 p.m.
Larceny,100 block Greenhedge Dr,Camillus,Camillus,7/7/2016,7:46 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,7/7/2016,6:30 p.m.
Larceny,6400 block Kirkville Rd N,Kirkville,Manlius,7/7/2016,3:45 p.m.
Larceny,3800 block Route 31,Liverpool,Onondaga County,7/7/2016,1:51 p.m.
Larceny,6300 block S Salina St,Nedrow,Onondaga County,7/7/2016,8:22 p.m.
Larceny,100 block Adams Av,Syracuse,Onondaga County,7/7/2016,12:47 p.m.
